Pakiet,Kategoria,Materiał,Typ,Producent,Model,SKU,Cechy,Cena zakup,Cena detal brutto,Cena detal netto,Cena detal / m2,Link,Photo,50,m2
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia płytka ścienna 29,8x7,8 cm czarna",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-plytka-scienna-298x78-cm-czarna,675578,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Rubino A płytka ścienna 29,8x7,8 cm czerwona",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-rubino-a-plytka-scienna-298x78-cm-czerwona,675544,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Rubino B płytka ścienna 29,8x7,8 cm czerwona",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-rubino-b-plytka-scienna-298x78-cm-czerwona,675546,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Senape A płytka ścienna 29,8x7,8 cm żółta",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-senape-a-plytka-scienna-298x78-cm-zolta,675541,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Verde A płytka ścienna 29,8x7,8 cm zielona",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-verde-plytka-scienna-298x78-cm-zielona,675539,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Verde C płytka ścienna 29,8x7,8 cm zielona",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-verde-c-plytka-scienna-298x78-cm-zielona,675604,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia B płytka ścienna 29,8x7,8 cm niebieska",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-b-plytka-scienna-298x78-cm-niebieska,675563,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia A płytka ścienna 29,8x7,8 cm niebieska",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-a-plytka-scienna-298x78-cm-niebieska,675562,206,i",,,
Lux,Płytki,Płytki,,Tubądzin,"Tubądzin Masovia Cobalto płytka ścienna 29,8x7,8 cm niebieska",,,,"90,91","73,91","73,91","https://www.lazienkaplus.pl/pl/tubadzin-plytka-scienna-298x78-cm-niebieska,672445,206,i",,,
,,,,Tubądzin,"Tubądzin Masovia Senape B płytka ścienna 29,8x7,8 cm żółta",,,,"90,91","73,91","73,91","https://www.lazienkaplus.pl/pl/tubadzin-masovia-senape-b-plytka-scienna-298x78-cm-zolta,675542,206,i",,,
,,,,Tubądzin,"Tubądzin Masovia Polvere C Gloss płytka ścienna 29,8x7,8 cm",,,,"90,91","73,91","73,91","https://www.lazienkaplus.pl/pl/tubadzin-masovia-polvere-c-gloss-plytka-scienna-298x78-cm,675606,206,i",,,
Lux,,,,,,,,,,,,,,,
